what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888197088
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1331888200235
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888201419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888206935
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331888209696
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers.ui",1331888210092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888253401
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331888266556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888266663
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1331888270886
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888278903
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888279019
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331888294137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888294525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888300237
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331888302957
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1331888307926
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1331888308118
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1331888308147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888313293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888322158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888323223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888352743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1331888361127
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331888364406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888364882
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888374278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888381111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888388944
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331888389012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331888389012
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888389051
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1331888389099
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888389263
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331888392135
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331888395202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888395655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888398208
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331888398218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888401770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888402629
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1331888402733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331888402733
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331888404848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888405183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888410223
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1331888412010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888414530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331888435740
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331888438874
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888439411
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331888439521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331889925776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890060424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890061588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890097997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890099431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890102328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890105283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890350835
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1331890408158
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1331890408175
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1331890412520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890413703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890428595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890442063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890442676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890443016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890443541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890471310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890490163
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1331890497022
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890497359
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890497504
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1331890499558
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890502405
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1331890505390
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1331890513519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1331890515098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331890515850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890518104
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1331890518842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890520467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890527841
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890528096
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1331890528097
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890531271
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1331890531271
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890535975
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1331890535975
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331890537184
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1331890537184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890538730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890559607
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.edit.open.quick.type.hierarchy",1331890559662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890581310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890586743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890587288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890588929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890594944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890596807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890603024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890701490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890702561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890703386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890704610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890707440
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1331890715347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890720257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890773523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890778055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890779009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890786811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890788234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890792281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890793427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890803640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890804847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331890807319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331890807589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1331890807955
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331890809305
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331890809489
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331890809633
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331890809777
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331890809921
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331890810073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1331890811193
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1331890813392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890814576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890816458
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1331890817186
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890821532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890837108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890843266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890846683
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890852565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890856584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890860208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890861156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890863323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331890864029
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1331890874096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331890875289
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331890877021
